session_id,parent_session_id,agent,role,model_routes,gauntlet_objective_ids,objective_attribution_confidence,timestamp_start,timestamp_end,duration_ms,status,model_requests,prompt_tokens_processed,completion_tokens_estimate,turn_usage_input_tokens,turn_usage_output_tokens,turn_usage_total_tokens,turn_usage_cached_read_tokens,turn_usage_cache_creation_tokens,turn_usage_reasoning_tokens,turn_usage_model_calls,turn_usage_api_duration_ms,turn_usage_scope,tool_calls_emitted,provider_errors,tool_or_harness_errors,compactions_detected,context_peak_tokens,context_median_tokens,context_p95_tokens,source_path
019ffe18-5be8-7e33-8e43-467ead129bda,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,integration-reviewer,integration reviewer,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-02"",""BOOTSTRAP-03""]",high,2026-08-14T02:27:17.754Z,2026-08-14T02:29:57.459Z,160344,completed,19,455573,29563,453769,10497,464266,421760,0,6846,19,119332,turn-level aggregate; not safely allocatable to individual request rows,34,0,0,0,41897,26128,41897,~/.grok/sessions/<encoded-cwd>/019ffe18-5be8-7e33-8e43-467ead129bda/
019ffe1b-052c-7590-ad32-e533ec860871,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-03""]",high,2026-08-14T02:30:11.948Z,2026-08-14T02:30:50.133Z,38617,completed,7,70013,10961,71078,2121,73199,30080,0,1051,7,32703,turn-level aggregate; not safely allocatable to individual request rows,16,0,0,0,14564,12101,14564,~/.grok/sessions/<encoded-cwd>/019ffe1b-052c-7590-ad32-e533ec860871/
019ffe1b-f6a5-74f3-8193-d0762cb94924,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,builder-qwen,builder,"[""qwen3.6""]","[""BOOTSTRAP-04""]",high,2026-08-14T02:31:14.270Z,2026-08-14T02:38:22.967Z,429628,completed,38,1615953,41826,1620551,19017,1639568,1322576,0,3347,38,319920,turn-level aggregate; not safely allocatable to individual request rows,60,0,4,0,57412,46418,56914,~/.grok/sessions/<encoded-cwd>/019ffe1b-f6a5-74f3-8193-d0762cb94924/
019ffe1b-f6a2-77d3-8bb8-4f5b4e5afe1f,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-03""]",high,2026-08-14T02:31:14.283Z,2026-08-14T02:31:37.354Z,24013,completed,6,37657,4151,39003,1124,40127,25088,0,470,6,18627,turn-level aggregate; not safely allocatable to individual request rows,8,0,0,0,7581,6994,7581,~/.grok/sessions/<encoded-cwd>/019ffe1b-f6a2-77d3-8bb8-4f5b4e5afe1f/
019ffe22-af27-78c0-90fc-fe8c8012bbfb,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,critic,critic,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-04""]",high,2026-08-14T02:38:34.251Z,2026-08-14T02:40:33.852Z,120069,completed,12,211777,17338,212203,6949,219152,187392,0,4045,12,85649,turn-level aggregate; not safely allocatable to individual request rows,21,0,0,0,31811,18384,31811,~/.grok/sessions/<encoded-cwd>/019ffe22-af27-78c0-90fc-fe8c8012bbfb/
019ffe24-9e47-78b0-9082-4bca583ab923,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,integration-reviewer,integration reviewer,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-04""]",high,2026-08-14T02:40:40.866Z,2026-08-14T02:45:09.263Z,268762,completed,22,721789,41503,712575,18483,731058,676352,0,13800,22,203488,turn-level aggregate; not safely allocatable to individual request rows,40,0,1,0,56736,37353,55978,~/.grok/sessions/<encoded-cwd>/019ffe24-9e47-78b0-9082-4bca583ab923/
019ffe29-05bb-7802-90bf-16b355ae6399,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-04""]",high,2026-08-14T02:45:29.545Z,2026-08-14T02:46:01.108Z,31961,completed,7,69615,7118,70653,1711,72364,56704,0,701,7,26297,turn-level aggregate; not safely allocatable to individual request rows,15,0,0,0,14000,12967,14000,~/.grok/sessions/<encoded-cwd>/019ffe29-05bb-7802-90bf-16b355ae6399/
019ffe29-dfbd-79d0-acca-efe552e206ed,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-04""]",high,2026-08-14T02:46:25.653Z,2026-08-14T02:46:50.007Z,25041,completed,8,48990,2866,50380,922,51302,43008,0,327,8,19356,turn-level aggregate; not safely allocatable to individual request rows,7,0,0,0,7282,6708,7282,~/.grok/sessions/<encoded-cwd>/019ffe29-dfbd-79d0-acca-efe552e206ed/
019ffe29-dfbe-7693-a07f-113b35cb5ca4,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,builder-qwen,builder,"[""qwen3.6""]","[""BOOTSTRAP-05""]",high,2026-08-14T02:46:25.728Z,2026-08-14T02:52:58.369Z,393411,completed,31,1576160,47848,1575210,21457,1596667,1383360,0,4385,31,316039,turn-level aggregate; not safely allocatable to individual request rows,57,0,6,0,67300,58931,66767,~/.grok/sessions/<encoded-cwd>/019ffe29-dfbe-7693-a07f-113b35cb5ca4/
019ffe30-1051-7361-a37a-8e6e856b2102,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,critic,critic,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-05""]",high,2026-08-14T02:53:11.079Z,2026-08-14T02:55:59.963Z,169339,completed,15,329461,25982,323760,11861,335621,295936,0,7962,15,135649,turn-level aggregate; not safely allocatable to individual request rows,27,0,0,0,42963,23481,42963,~/.grok/sessions/<encoded-cwd>/019ffe30-1051-7361-a37a-8e6e856b2102/
019ffe32-c875-7050-9c7e-2cc17ae5df76,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,integration-reviewer,integration reviewer,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-05""]",high,2026-08-14T02:56:09.223Z,2026-08-14T02:59:57.277Z,228463,completed,23,885856,42749,880396,12989,893385,830208,0,9401,23,186534,turn-level aggregate; not safely allocatable to individual request rows,36,0,0,0,60772,43928,59084,~/.grok/sessions/<encoded-cwd>/019ffe32-c875-7050-9c7e-2cc17ae5df76/
019ffe36-e0d0-7bb3-a4b9-b8f6bc58cbde,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-05""]",high,2026-08-14T03:00:37.633Z,2026-08-14T03:01:12.152Z,34966,completed,8,85263,11370,85480,1935,87415,70784,0,955,8,28091,turn-level aggregate; not safely allocatable to individual request rows,13,0,0,0,14604,13169,14604,~/.grok/sessions/<encoded-cwd>/019ffe36-e0d0-7bb3-a4b9-b8f6bc58cbde/
019ffe37-bfb3-75a0-9867-ef599438dce4,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-05""]",high,2026-08-14T03:01:34.986Z,2026-08-14T03:02:00.527Z,26280,completed,7,43415,3290,44542,1185,45727,32128,0,525,7,19452,turn-level aggregate; not safely allocatable to individual request rows,8,0,0,0,7564,6742,7564,~/.grok/sessions/<encoded-cwd>/019ffe37-bfb3-75a0-9867-ef599438dce4/
019ffe37-bfbf-7240-bef6-632d325157d4,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,builder-qwen,builder,"[""qwen3.6""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:01:34.990Z,2026-08-14T03:09:52.837Z,498604,completed,41,2811190,73360,2810340,24806,2835146,2632576,0,3282,41,388103,turn-level aggregate; not safely allocatable to individual request rows,56,0,2,0,89722,70386,88371,~/.grok/sessions/<encoded-cwd>/019ffe37-bfbf-7240-bef6-632d325157d4/
019ffe3f-76c5-77e3-98aa-421b84b61dc2,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,critic,critic,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:10:00.450Z,2026-08-14T03:15:28.045Z,328183,completed,19,582737,34176,574642,23674,598316,536832,0,15767,19,236096,turn-level aggregate; not safely allocatable to individual request rows,33,0,0,0,55016,33180,55016,~/.grok/sessions/<encoded-cwd>/019ffe3f-76c5-77e3-98aa-421b84b61dc2/
019ffe44-c790-7850-8e99-3c2c0aab3e9d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,builder-qwen,builder,"[""qwen3.6""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:15:49.010Z,2026-08-14T03:29:11.269Z,802987,completed,67,4776607,88031,4760446,47291,4807737,4376448,0,23146,67,611957,turn-level aggregate; not safely allocatable to individual request rows,77,0,9,0,109783,73714,108319,~/.grok/sessions/<encoded-cwd>/019ffe44-c790-7850-8e99-3c2c0aab3e9d/
019ffe51-35bb-7ff3-b9e3-3f0b46bc616a,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,critic,critic,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:29:23.229Z,2026-08-14T03:34:40.885Z,318026,completed,18,707360,55605,689038,26481,715519,644736,0,20403,18,264413,turn-level aggregate; not safely allocatable to individual request rows,27,0,2,0,74980,38068,74980,~/.grok/sessions/<encoded-cwd>/019ffe51-35bb-7ff3-b9e3-3f0b46bc616a/
019ffe56-4a24-7602-9b75-1c34717b3dce,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,builder-qwen,builder,"[""qwen3.6""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:34:56.424Z,2026-08-14T03:48:08.899Z,793106,completed,57,4471420,99460,4442636,54187,4496823,4011744,0,33236,57,676174,turn-level aggregate; not safely allocatable to individual request rows,65,0,8,0,116698,74027,115855,~/.grok/sessions/<encoded-cwd>/019ffe56-4a24-7602-9b75-1c34717b3dce/
019ffe62-80ae-7830-9b36-d1a5cd00e0b3,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,critic,critic,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:48:16.505Z,2026-08-14T03:51:30.089Z,193944,completed,15,491706,25345,488518,13068,501586,453120,0,8677,15,148602,turn-level aggregate; not safely allocatable to individual request rows,20,0,0,0,48351,42771,48351,~/.grok/sessions/<encoded-cwd>/019ffe62-80ae-7830-9b36-d1a5cd00e0b3/
019ffe65-c725-7502-9c9c-753264f43766,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,integration-reviewer,integration reviewer,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:51:51.269Z,2026-08-14T03:57:11.306Z,320504,completed,30,1388452,42366,1375768,24292,1400060,1317888,0,17214,30,267459,turn-level aggregate; not safely allocatable to individual request rows,48,0,1,0,82907,50028,82648,~/.grok/sessions/<encoded-cwd>/019ffe65-c725-7502-9c9c-753264f43766/
019ffe6a-de19-7283-870f-449f4d777979,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:57:25.161Z,2026-08-14T03:57:54.543Z,30150,completed,8,71164,4260,71717,1485,73202,55040,0,707,8,24683,turn-level aggregate; not safely allocatable to individual request rows,9,0,0,0,11907,10600,11907,~/.grok/sessions/<encoded-cwd>/019ffe6a-de19-7283-870f-449f4d777979/
019ffe6b-a967-7373-9e7d-1c7722387e85,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,builder-mimo,builder,"[""mimo-v2.5""]","[""BOOTSTRAP-07""]",high,2026-08-14T03:58:17.152Z,2026-08-14T04:08:19.010Z,602582,completed,43,1886799,58173,1873460,27991,1901451,1807040,0,16097,43,463634,turn-level aggregate; not safely allocatable to individual request rows,62,0,3,0,65022,51498,64162,~/.grok/sessions/<encoded-cwd>/019ffe6b-a967-7373-9e7d-1c7722387e85/
019ffe6b-a964-79f0-8edd-15d459c148b6,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-06""]",high,2026-08-14T03:58:17.182Z,2026-08-14T03:58:37.213Z,20797,completed,6,36710,3826,38197,987,39184,26752,0,396,6,16254,turn-level aggregate; not safely allocatable to individual request rows,7,0,0,0,7367,6775,7367,~/.grok/sessions/<encoded-cwd>/019ffe6b-a964-79f0-8edd-15d459c148b6/
019ffe74-f95a-7f80-b422-a5d4af960f8d,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,critic,critic,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-07""]",high,2026-08-14T04:08:27.132Z,2026-08-14T04:11:25.548Z,178866,completed,12,322129,21435,320727,6954,327681,291456,0,3444,12,90172,turn-level aggregate; not safely allocatable to individual request rows,23,0,0,0,38126,30267,38126,~/.grok/sessions/<encoded-cwd>/019ffe74-f95a-7f80-b422-a5d4af960f8d/
019ffe77-d1ce-7b91-8bf3-a47f55e4be24,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,integration-reviewer,integration reviewer,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-07""]",high,2026-08-14T04:11:33.767Z,2026-08-14T04:14:19.980Z,166795,completed,19,606838,29860,604889,7212,612101,554624,0,4275,19,113036,turn-level aggregate; not safely allocatable to individual request rows,31,0,0,0,61170,32926,61170,~/.grok/sessions/<encoded-cwd>/019ffe77-d1ce-7b91-8bf3-a47f55e4be24/
019ffe7a-8ab6-7771-85ff-6df5328938ae,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-07""]",high,2026-08-14T04:14:32.277Z,2026-08-14T04:15:04.450Z,32798,completed,7,68403,8790,69929,1360,71289,37888,0,506,7,26289,turn-level aggregate; not safely allocatable to individual request rows,11,0,0,0,13646,12351,13646,~/.grok/sessions/<encoded-cwd>/019ffe7a-8ab6-7771-85ff-6df5328938ae/
019ffe7b-5517-7260-9477-637f2e62cced,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-07""]",high,2026-08-14T04:15:24.368Z,2026-08-14T04:15:49.906Z,26514,completed,6,37053,3995,38526,980,39506,31104,0,374,6,20502,turn-level aggregate; not safely allocatable to individual request rows,8,0,0,0,7401,6873,7401,~/.grok/sessions/<encoded-cwd>/019ffe7b-5517-7260-9477-637f2e62cced/
019ffe7b-551a-7491-af25-2446603a9ced,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,builder-mimo,builder,"[""mimo-v2.5""]","[""BOOTSTRAP-08""]",high,2026-08-14T04:15:24.433Z,2026-08-14T04:28:01.588Z,758042,completed,73,3968003,64457,3960132,32966,3993098,3879744,0,12017,73,638245,turn-level aggregate; not safely allocatable to individual request rows,92,0,6,0,80425,56722,79600,~/.grok/sessions/<encoded-cwd>/019ffe7b-551a-7491-af25-2446603a9ced/
019ffe87-047b-7413-b6a2-0455c8cdd1c6,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,critic,critic,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-08""]",high,2026-08-14T04:28:10.059Z,2026-08-14T04:32:07.050Z,237809,completed,12,345939,36723,335833,16765,352598,306176,0,12466,12,182175,turn-level aggregate; not safely allocatable to individual request rows,26,0,0,0,50056,29984,50056,~/.grok/sessions/<encoded-cwd>/019ffe87-047b-7413-b6a2-0455c8cdd1c6/
019ffe8a-bb11-78c2-837a-bcacfaacb2f2,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,integration-reviewer,integration reviewer,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-08""]",high,2026-08-14T04:32:13.123Z,2026-08-14T04:34:38.245Z,145695,completed,10,232684,28013,231298,7713,239011,196992,0,5543,10,102852,turn-level aggregate; not safely allocatable to individual request rows,21,0,0,0,45410,24400,45410,~/.grok/sessions/<encoded-cwd>/019ffe8a-bb11-78c2-837a-bcacfaacb2f2/
019ffe8d-22bd-7812-b500-950e9ad16311,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-08""]",high,2026-08-14T04:34:50.605Z,2026-08-14T04:35:20.729Z,30569,completed,7,50763,4744,51648,1600,53248,26368,0,698,7,25013,turn-level aggregate; not safely allocatable to individual request rows,11,0,0,0,9365,8212,9365,~/.grok/sessions/<encoded-cwd>/019ffe8d-22bd-7812-b500-950e9ad16311/
019ffe8d-ee29-7d70-adcd-3ad89fd432a2,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,git-committer,bookkeeping/committer,"[""grok-4.6""]","[""BOOTSTRAP-08""]",high,2026-08-14T04:35:42.733Z,2026-08-14T04:36:07.105Z,24881,completed,7,45182,4091,46657,1243,47900,33792,0,379,7,18371,turn-level aggregate; not safely allocatable to individual request rows,9,0,0,0,7700,7225,7700,~/.grok/sessions/<encoded-cwd>/019ffe8d-ee29-7d70-adcd-3ad89fd432a2/
019ffe8e-9cee-70f3-8b5a-8e67bcf790c0,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,builder-qwen,builder,"[""qwen3.6""]","[""BOOTSTRAP-01"",""BOOTSTRAP-09""]",high,2026-08-14T04:36:27.319Z,2026-08-14T04:45:18.168Z,531197,completed,40,2194685,63621,2196012,31814,2227826,2003776,0,5138,40,413477,turn-level aggregate; not safely allocatable to individual request rows,63,0,3,0,80997,60527,79752,~/.grok/sessions/<encoded-cwd>/019ffe8e-9cee-70f3-8b5a-8e67bcf790c0/
019ffe96-d6c5-7012-aef8-caa7acb28447,019ffdda-1b40-7b90-91ae-cc7f3ad623b0,critic,critic,"[""deepseek-v4-flash-0731""]","[""BOOTSTRAP-09""]",high,2026-08-14T04:45:26.493Z,2026-08-14T04:49:04.052Z,217991,completed,18,569566,28168,561966,15376,577342,521984,0,10995,18,174895,turn-level aggregate; not safely allocatable to individual request rows,28,0,0,0,54686,36627,54686,~/.grok/sessions/<encoded-cwd>/019ffe96-d6c5-7012-aef8-caa7acb28447/
